SucursalTaller,Marca,Modelo,DiasReparacion,CostoTTRep,Severidad,Segmento,Color,NombreTipoVehiculo,NombreCausaStro
BOGOTÁ,OTROS,2013,31 a 60, Alto ,Fuerte,Pesado,AMARILLO,REMOLCADOR,DISTRACCION DEL CONDUCTOR
BOGOTÁ,OTROS,2020,31 a 60, Alto ,Fuerte,Liviano,AMARILLO,REMOLCADOR,DISTRACCION DEL CONDUCTOR
BOGOTÁ,INTERNATIONAL,2013,31 a 60, Alto ,Medio,Pesado,ROJO,REMOLCADOR,OBSTACULOS EN LA VIA
BOGOTÁ,KENWORTH,2012,31 a 60, Alto ,Fuerte,Pesado,NARANJA,REMOLCADOR,DISTRACCION DEL CONDUCTOR
BOGOTÁ,KENWORTH,2007,31 a 60, Alto ,Fuerte,Pesado,VERDE,REMOLCADOR,DISTRACCION DEL CONDUCTOR
BOGOTÁ,KIA,2021,31 a 60, Alto ,Fuerte,Liviano,GRIS,CAMIONETA PASAJEROS,OBSTACULOS EN LA VIA
BOGOTÁ,HINO,2022,31 a 60, Alto ,Fuerte,Pesado,BLANCO,CAMION,VIOLACION DE NORMAS DE TRANSITO
BOGOTÁ,HONDA,2019,31 a 60, Alto ,Medio,Liviano,ACERO,CAMIONETA PASAJEROS,DISTRACCION DEL CONDUCTOR
BOGOTÁ,INTERNATIONAL,2008,31 a 60, Alto ,Fuerte,Pesado,VERDE,REMOLCADOR,OBSTACULOS EN LA VIA
BUCARAMANGA,TOYOTA,2012,31 a 60, Alto ,Medio,Liviano,BLANCO,CAMPERO,OBSTACULOS EN LA VIA
BOGOTÁ,CHEVROLET,2012,31 a 60, Alto ,Fuerte,Pesado,BLANCO,CAMION,DISTRACCION DEL CONDUCTOR
BARRANQUILLA,KENWORTH,2003,31 a 60, Alto ,Fuerte,Pesado,VERDE,REMOLCADOR,FALLA MECANICA
BOGOTÁ,KENWORTH,2013,31 a 60, Alto ,Fuerte,Pesado,NARANJA,REMOLCADOR,OBSTACULOS EN LA VIA
MANIZALES,MAZDA,2020,31 a 60, Alto ,Fuerte,Liviano,ROJO,AUTOMOVIL,DISTRACCION DEL CONDUCTOR
BOGOTÁ,CHEVROLET,2021,31 a 60, Alto ,Fuerte,Pesado,BLANCO,CAMION,OBSTACULOS EN LA VIA
MEDELLÍN,CHEVROLET,2018,31 a 60, Alto ,Fuerte,Liviano,GRIS,CAMIONETA PASAJEROS,DISTRACCION DEL CONDUCTOR
BUCARAMANGA,INTERNATIONAL,2007,31 a 60, Alto ,Fuerte,Pesado,NARANJA,REMOLCADOR,OBSTACULOS EN LA VIA
MEDELLÍN,CHEVROLET,2013,31 a 60, Alto ,Medio,Pesado,BLANCO,CAMION,DISTRACCION DEL CONDUCTOR
CALI,RENAULT,2018,31 a 60, Alto ,Medio,Liviano,GRIS,CAMPERO,FALLA MECANICA
MEDELLÍN,FREIGHTLINER,2015,31 a 60, Alto ,Fuerte,Pesado,PLATA,AUTOMOVIL,HURTO - HALADO
BARRANQUILLA,AUDI,2010,31 a 60, Alto ,Fuerte,Liviano,NEGRO,AUTOMOVIL,DISTRACCION DEL CONDUCTOR
MEDELLÍN,CHEVROLET,2015,31 a 60, Alto ,Leve,Pesado,BLANCO,FURGON,VIOLACION DE NORMAS DE TRANSITO
BOGOTÁ,INTERNATIONAL,2022,31 a 60, Alto ,Medio,Pesado,AMARILLO,TRACTOCAMION,OBSTACULOS EN LA VIA
BARRANQUILLA,KENWORTH,2007,31 a 60, Alto ,Fuerte,Pesado,VERDE,CARROTANQUE,DISTRACCION DEL CONDUCTOR
MEDELLÍN,CHEVROLET,2019,31 a 60, Alto ,Fuerte,Pesado,BLANCO,VOLQUETA,DISTRACCION DEL CONDUCTOR
CALI,KIA,2020,31 a 60, Alto ,Fuerte,Liviano,GRIS,AUTOMOVIL,VIOLACION DE NORMAS DE TRANSITO
MEDELLÍN,CHEVROLET,2009,31 a 60, Alto ,Fuerte,Pesado,AMARILLO,CAMION,OBSTACULOS EN LA VIA
BOGOTÁ,MACK,2014,31 a 60, Alto ,Fuerte,Pesado,NARANJA,REMOLCADOR,DISTRACCION DEL CONDUCTOR
BOGOTÁ,INTERNATIONAL,< 2003,31 a 60, Alto ,Fuerte,Pesado,AMARILLO,REMOLCADOR,OBSTACULOS EN LA VIA
BOGOTÁ,INTERNATIONAL,2006,31 a 60, Alto ,Fuerte,Pesado,BLANCO,REMOLCADOR,DISTRACCION DEL CONDUCTOR
CALI,INTERNATIONAL,2005,31 a 60, Alto ,Fuerte,Pesado,VERDE,REMOLCADOR,EXCESO DE VELOCIDAD
BOGOTÁ,BMW,2012,31 a 60, Alto ,Fuerte,Liviano,CAFE,CAMIONETA PASAJEROS,DISTRACCION DEL CONDUCTOR
BOGOTÁ,SEAT,2021,31 a 60, Alto ,Medio,Liviano,BLANCO,CAMPERO,DISTRACCION DEL CONDUCTOR
BOGOTÁ,FREIGHTLINER,2021,31 a 60, Alto ,Medio,Pesado,BLANCO,REMOLCADOR,OBSTACULOS EN LA VIA
BOGOTÁ,MAZDA,2020,31 a 60, Alto ,Fuerte,Liviano,BLANCO,CAMIONETA PASAJEROS,EXCESO DE VELOCIDAD
BOGOTÁ,TOYOTA,2021,31 a 60, Alto ,Fuerte,Liviano,BLANCO,AUTOMOVIL,DISTRACCION DEL CONDUCTOR
MANIZALES,KIA,2016,31 a 60, Alto ,Fuerte,Liviano,BLANCO,AUTOMOVIL,ENCONTRADO DAÑADO
PEREIRA,CHEVROLET,2022,31 a 60, Alto ,Fuerte,Pesado,BLANCO,CAMION,FALLA MECANICA
CALI,CHEVROLET,2021,31 a 60, Alto ,Fuerte,Pesado,BLANCO,FURGON,OBSTACULOS EN LA VIA
MEDELLÍN,KIA,2015,31 a 60, Alto ,Fuerte,Liviano,PLATA,CAMIONETA PASAJEROS,FALLA MECANICA
PEREIRA,NISSAN,2016,31 a 60, Alto ,Fuerte,Liviano,BLANCO,PICKUP DOBLE CABINA,OBSTACULOS EN LA VIA
BARRANQUILLA,INTERNATIONAL,2007,31 a 60, Alto ,Fuerte,Pesado,AZUL,REMOLCADOR,OBSTACULOS EN LA VIA
BOGOTÁ,NISSAN,2015,31 a 60, Alto ,Fuerte,Liviano,PLATA,PICKUP SENCILLA,DISTRACCION DEL CONDUCTOR
BOGOTÁ,HINO,2008,31 a 60, Alto ,Medio,Pesado,ROJO,AUTOMOVIL,DISTRACCION DEL CONDUCTOR
BOGOTÁ,CHEVROLET,2020,31 a 60, Alto ,Fuerte,Liviano,PLATA,CAMIONETA PASAJEROS,OBSTACULOS EN LA VIA
BOGOTÁ,FREIGHTLINER,2020,31 a 60, Alto ,Fuerte,Pesado,BLANCO,REMOLCADOR,OBSTACULOS EN LA VIA
BOGOTÁ,KENWORTH,2014,31 a 60, Alto ,Fuerte,Pesado,ROJO,VOLQUETA,DISTRACCION DEL CONDUCTOR
BOGOTÁ,RENAULT,2012,31 a 60, Alto ,Medio,Liviano,GRIS,CAMPERO,EXCESO DE VELOCIDAD
MEDELLÍN,CHEVROLET,2019,31 a 60, Alto ,Leve,Liviano,NO REGISTRA,CAMIONETA PASAJEROS,VIOLACION DE NORMAS DE TRANSITO
MEDELLÍN,CHEVROLET,2018,31 a 60, Alto ,Fuerte,Liviano,NO REGISTRA,AUTOMOVIL,OBSTACULOS EN LA VIA
BOGOTÁ,SCANIA,2020,31 a 60, Alto ,Fuerte,Pesado,BLANCO,CHASIS,VIOLACION DE NORMAS DE TRANSITO
BOGOTÁ,JEEP ,2020,31 a 60, Alto ,Fuerte,Liviano,GRIS,CAMIONETA PASAJEROS,ESTADO DE EMBRIAGUEZ
MEDELLÍN,HINO,2012,31 a 60, Alto ,Fuerte,Pesado,BLANCO,FURGON,ENCONTRADO DAÑADO
BOGOTÁ,HINO,2016,31 a 60, Alto ,Fuerte,Pesado,BLANCO,CAMION,OBSTACULOS EN LA VIA
MANIZALES,NISSAN,2019,31 a 60, Alto ,Fuerte,Liviano,GRIS,CAMIONETA PASAJEROS,VIOLACION DE NORMAS DE TRANSITO
BOGOTÁ,KENWORTH,2008,31 a 60, Alto ,Fuerte,Pesado,BLANCO,REMOLCADOR,DISTRACCION DEL CONDUCTOR
MEDELLÍN,CHEVROLET,2018,31 a 60, Alto ,Fuerte,Pesado,BLANCO,FURGON,DISTRACCION DEL CONDUCTOR
PEREIRA,JAC           ,2015,31 a 60, Alto ,Fuerte,Pesado,BLANCO,CAMION,DISTRACCION DEL CONDUCTOR
BOGOTÁ,JEEP ,2014,31 a 60, Alto ,Medio,Liviano,BLANCO,AUTOMOVIL,OBSTACULOS EN LA VIA
PEREIRA,CHEVROLET,2019,31 a 60, Alto ,Fuerte,Liviano,BLANCO,CAMPERO,DISTRACCION DEL CONDUCTOR
BOGOTÁ,INTERNATIONAL,2012,31 a 60, Alto ,Fuerte,Pesado,BLANCO,REMOLCADOR,OBSTACULOS EN LA VIA
BUCARAMANGA,KIA,2019,31 a 60, Alto ,Fuerte,Liviano,PLATA,CAMIONETA PASAJEROS,OBSTACULOS EN LA VIA
MEDELLÍN,FREIGHTLINER,2013,31 a 60, Alto ,Fuerte,Pesado,BLANCO,REMOLCADOR,DISTRACCION DEL CONDUCTOR
BOGOTÁ,TOYOTA,2021,31 a 60, Alto ,Medio,Liviano,ROJO,REMOLCADOR,OBSTACULOS EN LA VIA
BOGOTÁ,BMW,2019,31 a 60, Alto ,Fuerte,Liviano,GRIS,AUTOMOVIL,DISTRACCION DEL CONDUCTOR
BUCARAMANGA,CHEVROLET,2019,31 a 60, Alto ,Fuerte,Pesado,BLANCO,CAMION,OBSTACULOS EN LA VIA
BOGOTÁ,VOLKSWAGEN,2018,31 a 60, Alto ,Fuerte,Liviano,BLANCO,CAMIONETA PASAJEROS,VIOLACION DE NORMAS DE TRANSITO
BARRANQUILLA,HYUNDAI,2019,31 a 60, Alto ,Fuerte,Liviano,PLATA,CAMIONETA PASAJEROS,OBSTACULOS EN LA VIA
BOGOTÁ,KIA,2015,31 a 60, Alto ,Medio,Liviano,PLATA,AUTOMOVIL,DISTRACCION DEL CONDUCTOR
BOGOTÁ,HINO,2016,31 a 60, Alto ,Fuerte,Pesado,BEIGE,CAMIONETA PASAJEROS,VIOLACION DE NORMAS DE TRANSITO
PEREIRA,TOYOTA,2018,31 a 60, Alto ,Fuerte,Liviano,GRIS,CAMIONETA PASAJEROS,OBSTACULOS EN LA VIA
BOGOTÁ,JAC           ,2021,31 a 60, Alto ,Fuerte,Pesado,VERDE,PICKUP DOBLE CABINA,DISTRACCION DEL CONDUCTOR
BUCARAMANGA,INTERNATIONAL,2011,31 a 60, Alto ,Fuerte,Pesado,NARANJA,REMOLCADOR,DISTRACCION DEL CONDUCTOR
BUCARAMANGA,BMW,2021,31 a 60, Alto ,Fuerte,Liviano,BLANCO,CAMPERO,VIOLACION DE NORMAS DE TRANSITO
PEREIRA,HYUNDAI,2017,31 a 60, Alto ,Fuerte,Liviano,BLANCO,AUTOMOVIL,OBSTACULOS EN LA VIA
BARRANQUILLA,MAZDA,2020,31 a 60, Alto ,Fuerte,Liviano,BLANCO,AUTOMOVIL,DISTRACCION DEL CONDUCTOR
BOGOTÁ,FOTON         ,2021,31 a 60, Alto ,Fuerte,Pesado,AZUL,CAMION,VIOLACION DE NORMAS DE TRANSITO
PEREIRA,CHEVROLET,2016,31 a 60, Alto ,Fuerte,Liviano,GRIS,CAMPERO,OBSTACULOS EN LA VIA
BUCARAMANGA,FORD,2017,31 a 60, Alto ,Medio,Liviano,BLANCO,AUTOMOVIL,VIOLACION DE NORMAS DE TRANSITO
BOGOTÁ,MAZDA,2019,31 a 60, Alto ,Medio,Liviano,NO REGISTRA,AUTOMOVIL,DISTRACCION DEL CONDUCTOR
MEDELLÍN,SUZUKI,2013,31 a 60, Alto ,Fuerte,Liviano,PLATA,CAMPERO,OBSTACULOS EN LA VIA
MEDELLÍN,INTERNATIONAL,2013,31 a 60, Alto ,Fuerte,Pesado,ROJO,REMOLCADOR,OBSTACULOS EN LA VIA
BOGOTÁ,INTERNATIONAL,2012,31 a 60, Alto ,Fuerte,Pesado,AZUL,VOLQUETA,OBSTACULOS EN LA VIA
PEREIRA,HINO,2021,31 a 60, Alto ,Medio,Pesado,BLANCO,REMOLCADOR,VIOLACION DE NORMAS DE TRANSITO
MANIZALES,KIA,2020,31 a 60, Alto ,Medio,Liviano,BLANCO,AUTOMOVIL,DISTRACCION DEL CONDUCTOR
BOGOTÁ,KENWORTH,2012,31 a 60, Alto ,Medio,Pesado,AMARILLO,REMOLCADOR,VIOLACION DE NORMAS DE TRANSITO
BOGOTÁ,BMW,2017,31 a 60, Alto ,Medio,Liviano,BLANCO,CAMPERO,VIOLACION DE NORMAS DE TRANSITO
BARRANQUILLA,HONDA,2016,31 a 60, Alto ,Fuerte,Liviano,NO REGISTRA,CAMIONETA PASAJEROS,ASONADA, MOTIN, HUELGA
PEREIRA,MERCEDES BENZ,2019,31 a 60, Alto ,Medio,Liviano,BLANCO,CAMIONETA PASAJEROS,FALLA MECANICA
BUCARAMANGA,HINO,2015,31 a 60, Alto ,Fuerte,Pesado,BLANCO,FURGON,DISTRACCION DEL CONDUCTOR
CALI,BMW,2020,31 a 60, Alto ,Fuerte,Liviano,BLANCO,CAMION,OBSTACULOS EN LA VIA
BOGOTÁ,KIA,2013,31 a 60, Alto ,Fuerte,Liviano,GRIS,AUTOMOVIL,OBSTACULOS EN LA VIA
BOGOTÁ,CHEVROLET,2019,31 a 60, Alto ,Fuerte,Liviano,GRIS,AUTOMOVIL,ASONADA, MOTIN, HUELGA
MEDELLÍN,CHEVROLET,2020,31 a 60, Alto ,Fuerte,Liviano,GRIS,CAMIONETA PASAJEROS,OBSTACULOS EN LA VIA
CALI,MERCEDES BENZ,2008,31 a 60, Alto ,Medio,Liviano,GRIS,AUTOMOVIL,DISTRACCION DEL CONDUCTOR
MEDELLÍN,HYUNDAI,2011,31 a 60, Alto ,Leve,Pesado,BLANCO,CAMION,OBSTACULOS EN LA VIA
BOGOTÁ,INTERNATIONAL,2007,31 a 60, Alto ,Fuerte,Pesado,GRIS,CAMPERO,ENCONTRADO DAÑADO
BARRANQUILLA,RENAULT,2018,31 a 60, Alto ,Fuerte,Liviano,GRIS,CAMIONETA PASAJEROS,VIOLACION DE NORMAS DE TRANSITO
MEDELLÍN,TOYOTA,2013,31 a 60, Alto ,Medio,Liviano,BLANCO,CAMION,DISTRACCION DEL CONDUCTOR
BOGOTÁ,CHEVROLET,2019,31 a 60, Alto ,Fuerte,Liviano,GRIS,AUTOMOVIL,DISTRACCION DEL CONDUCTOR
BUCARAMANGA,INTERNATIONAL,2008,31 a 60, Alto ,Fuerte,Pesado,AMARILLO,REMOLCADOR,OBSTACULOS EN LA VIA
MANIZALES,AUDI,2020,31 a 60, Alto ,Leve,Liviano,BLANCO,CAMIONETA PASAJEROS,DISTRACCION DEL CONDUCTOR
BOGOTÁ,KENWORTH,2012,31 a 60, Alto ,Fuerte,Pesado,BEIGE,REMOLCADOR,OBSTACULOS EN LA VIA
BOGOTÁ,HYUNDAI,2012,31 a 60, Alto ,Leve,Liviano,NEGRO,CAMPERO,HURTO - ACCESORIOS Y/O PARTES
BOGOTÁ,VOLKSWAGEN,2019,31 a 60, Alto ,Fuerte,Liviano,BLANCO,CAMIONETA PASAJEROS,HURTO - HALADO
CALI,VOLKSWAGEN,2019,31 a 60, Alto ,Fuerte,Liviano,GRIS,AUTOMOVIL,FALLA MECANICA
BUCARAMANGA,AUDI,2021,31 a 60, Alto ,Fuerte,Liviano,BLANCO,CAMPERO,OBSTACULOS EN LA VIA
MEDELLÍN,CHEVROLET,2015,31 a 60, Alto ,Fuerte,Liviano,GRIS,CAMIONETA PASAJEROS,DISTRACCION DEL CONDUCTOR
BOGOTÁ,CHEVROLET,2019,31 a 60, Alto ,Fuerte,Liviano,ROJO,AUTOMOVIL,VIOLACION DE NORMAS DE TRANSITO
BUCARAMANGA,MERCEDES BENZ,2019,31 a 60, Alto ,Fuerte,Pesado,BLANCO,CAMION,DISTRACCION DEL CONDUCTOR
BUCARAMANGA,RENAULT,2020,31 a 60, Alto ,Fuerte,Liviano,NEGRO,REMOLCADOR,VIOLACION DE NORMAS DE TRANSITO
BOGOTÁ,FREIGHTLINER,2009,31 a 60, Alto ,Fuerte,Pesado,NARANJA,CARROTANQUE,DISTRACCION DEL CONDUCTOR
MEDELLÍN,FORD,2013,31 a 60, Alto ,Medio,Liviano,BLANCO,CAMPERO,EXCESO DE VELOCIDAD
MEDELLÍN,BMW,2020,31 a 60, Alto ,Medio,Liviano,GRIS,AUTOMOVIL,DISTRACCION DEL CONDUCTOR
MEDELLÍN,RENAULT,2018,31 a 60, Alto ,Fuerte,Liviano,NEGRO,AUTOMOVIL,VIOLACION DE NORMAS DE TRANSITO
PEREIRA,VOLKSWAGEN,2009,31 a 60, Alto ,Medio,Liviano,PLATA,CAMPERO,OBSTACULOS EN LA VIA
BOGOTÁ,BMW,2006,31 a 60, Alto ,Medio,Liviano,VERDE,AUTOMOVIL,OBSTACULOS EN LA VIA
BOGOTÁ,CHEVROLET,2008,31 a 60, Alto ,Fuerte,Pesado,BLANCO,FURGON,VIOLACION DE NORMAS DE TRANSITO
MANIZALES,MAZDA,2018,31 a 60, Alto ,Fuerte,Liviano,TITANIO,PICKUP DOBLE CABINA,OBSTACULOS EN LA VIA
PEREIRA,BMW,2014,31 a 60, Alto ,Fuerte,Liviano,NEGRO,CAMPERO,OBSTACULOS EN LA VIA
MEDELLÍN,KIA,2014,31 a 60, Alto ,Fuerte,Liviano,GRIS,CAMIONETA PASAJEROS,VIOLACION DE NORMAS DE TRANSITO
PEREIRA,CHEVROLET,2021,31 a 60, Alto ,Fuerte,Pesado,BLANCO,CAMION,VIOLACION DE NORMAS DE TRANSITO
BUCARAMANGA,TOYOTA,2013,31 a 60, Alto ,Medio,Liviano,PLATEADO,CAMIONETA PASAJEROS,OBSTACULOS EN LA VIA
MEDELLÍN,MAZDA,2012,31 a 60, Alto ,Leve,Liviano,BLANCO,AUTOMOVIL,FALLA MECANICA
BOGOTÁ,MERCEDES BENZ,2019,31 a 60, Alto ,Fuerte,Liviano,BLANCO,AUTOMOVIL,OBSTACULOS EN LA VIA
MEDELLÍN,MAZDA,2019,31 a 60, Alto ,Fuerte,Liviano,PLATA,AUTOMOVIL,OBSTACULOS EN LA VIA
BOGOTÁ,HINO,2013,31 a 60, Alto ,Medio,Pesado,NO REGISTRA,CAMION,DISTRACCION DEL CONDUCTOR
MEDELLÍN,OTROS,< 2003,31 a 60, Alto ,Fuerte,Pesado,ROJO,CAMION,EXCESO DE VELOCIDAD
BOGOTÁ,BMW,2010,31 a 60, Alto ,Medio,Liviano,NEGRO,AUTOMOVIL,OBSTACULOS EN LA VIA
BOGOTÁ,CHEVROLET,< 2003,31 a 60, Alto ,Fuerte,Pesado,ROJO,REMOLCADOR,OBSTACULOS EN LA VIA
BUCARAMANGA,KENWORTH,2012,31 a 60, Alto ,Medio,Pesado,VERDE,REMOLCADOR,OBSTACULOS EN LA VIA
BARRANQUILLA,AUDI,2015,31 a 60, Alto ,Fuerte,Liviano,AZUL,AUTOMOVIL,DISTRACCION DEL CONDUCTOR
MEDELLÍN,CHEVROLET,2019,31 a 60, Alto ,Leve,Pesado,BLANCO,FURGON,DISTRACCION DEL CONDUCTOR
CALI,KIA,2020,31 a 60, Alto ,Fuerte,Liviano,PLATA,AUTOMOVIL,EXCESO DE VELOCIDAD
PEREIRA,KIA,2020,31 a 60, Alto ,Fuerte,Liviano,BLANCO,AUTOMOVIL,OBSTACULOS EN LA VIA
